product_name,price_int,price_dec,seller,a-size-small href 2
Shoes For Womens -Clearance Sale ，Farjing Fashion Women Round Toe Lace-up Leather Boots Casual Party Shoes,15,99,Farjing,
Women's Patent Lace up Round Toe Studded Block Heel Oxford Shoes,50,99,CAMEL CROWN,
Women's Sadie Oxford,38,99,Binghang,https://www.amazon.com/gp/offer-listing/B07FYB5HCM/ref=sr_1_3657_olp?s=apparel&ie=UTF8&qid=1536138128&sr=1-3657&nodeID=679415011&psd=1&condition=new
Shoes For Womens -Clearance Sale ，Farjing Women Slip-on Round Toe Butterfly-Knot Shoes Sandals Casual Comfortable Shoes,13,99,Farjing,
Women's Firing Process Lace-up Breathable Comfortable Low-Heel Oxford Shoes,29,99,DecoStain,
Women's Fashion Square Toe Oxford Shoes Platform Wedge Lace up Casual Shoes,69,99,sunshinemall,https://www.amazon.com/gp/offer-listing/B07FY1DKCX/ref=sr_1_3660_olp?s=apparel&ie=UTF8&qid=1536138128&sr=1-3660&nodeID=679415011&psd=1&condition=new
Clearance Sale Shose For Women，Farjing Fashion Women Round Toe Platform High Heel Sandals Slip-on Slope Career High Heels,6,59,Farjing,
Women's Fashion Patent Leather Lace-up Mid-Heel Comfortable Oxfords Shoes,32,99,DecoStain,
Clearance Sale Shoes For Women ，Farjing Fashion Women Shoes Casual Lace Up Comfortable Soles Platform Sports shoes,12,99,Farjing,
Fashion Women's Flat Shoes Oxford Shoes PU Leather Shoes,22,99,Shoppi,https://www.amazon.com/gp/offer-listing/B07FXYL2J4/ref=sr_1_3664_olp?s=apparel&ie=UTF8&qid=1536138128&sr=1-3664&nodeID=679415011&psd=1&condition=new
Clearance Sale Shoes For Women，Farjing Fashion Women British Single Shoes Shallow Mouth Small Shoes Mid Heel Shoes,8,99,Farjing,
Clearance Sale Shoes For Shoes，Farjing Fashion Women Shoes Small White Shoes Heart-Shaped Breathable Casual Flats Shoes,5,99,Farjing,
Clearance Sale Shoes For Women ，Farjing Women Hollow Flat Soft Bottom Outdoor Leisure Single Shoes Peas Boat Shoes,3,99,Farjing,
Clearance Sale Shoes For Women，Farjing Fashion Womens Espadrilles Summer Holiday Flat Sandals Shoes Slip-on Shoes,6,99,Farjing,
Clearance Sale Shoes For Women，Farjing Fashion Women British Single Shoes Shallow Mouth Small Shoes Thick Heel Shoes,9,99,Farjing,
Clearance Sale Shoes For Women，Farjing Fashion Women Round Head Flat Breathable Leisure Sports Shoes Shake Shoes,14,55,Farjing,
Women's Chunky Heel Lace-up Ankle Oxford Shoes,33,00,Latasa,
Clearance Sale Shoes For Women，Farjing Women Low Ankle Trim Flat Round Toe Ankle Leather Boots Casual Martin Shoes,14,99,Farjing,
Clearance Sale Shoes For Women ，Farjing Fashion Women Solid Color Indoor Outdoor Flat Heel Sandals Slipper Beach Shoes,8,99,Farjing,
Clearance Sale Shoes，Farjing Fashion Women Casual Shoes Outdoor Walking Shoes Flats Strap Toe Shoes,15,59,Farjing,
Clearance Sale Shoes For Women，Farjing Women Solid Crystal Round Toe Leisure Sandals Slipper High Heeled Shoes,5,99,Farjing,
Clearance Sale Shoes For Women，Farjing Women's Flats Pure Color Bottom Shoes pointed toe Soft Slip-On Casual Shoes,7,99,Farjing,
"Womens Take Time Comfort Shoes, Pearl Bone 7.5 N",156,00,SAS,https://www.amazon.com/gp/offer-listing/B07FWW3QGF/ref=sr_1_3677_olp?s=apparel&ie=UTF8&qid=1536138128&sr=1-3677&nodeID=679415011&psd=1&condition=new
Women's Fashion Patent Leather Perforated Lace up Oxfords Shoes Brougues Shoes,24,29,VIMISAOI,https://www.amazon.com/gp/offer-listing/B07FWVBLZR/ref=sr_1_3678_olp?s=apparel&ie=UTF8&qid=1536138128&sr=1-3678&nodeID=679415011&psd=1&condition=new
Women’s Lace-up Flats Oxford Casual Classic Sneakers Leather Loafers Solid Color and Low Heel with Microfiber Sole,39,99,CAMEL CROWN,
Women's Trendy Square Toe Snake Pattern Block Medium Heel Lace up Pumps Shoes,31,99,Mofri,
Loafers for Women Comfort Casual Round Toe Lace up Cowhide Leather Low Heel Shoes,29,99,Catheive,https://www.amazon.com/gp/offer-listing/B07FWMJQGP/ref=sr_1_3681_olp?s=apparel&ie=UTF8&qid=1536138128&sr=1-3681&nodeID=679415011&psd=1&condition=new
Women Classic Modern Sweet Low Heel Lace up Carving Wingtip Cowhide Leather Oxfords Dress Shoes …,29,99,Catheive,https://www.amazon.com/gp/offer-listing/B07FWGPNWK/ref=sr_1_3682_olp?s=apparel&ie=UTF8&qid=1536138128&sr=1-3682&nodeID=679415011&psd=1&condition=new
Women's Retro Preppy Style Round Toe Lace up Flats Oxford Shoes,29,99,PPXID,
Loafers for Women: Genuine Leather Slip-On Grand Street Fashion Driving Moccasins Flats,35,99,Zoulee,
Women Flat Heel Driving Shoes Elastic Strap Casual Oxford Shoes,22,62,SaraIris,https://www.amazon.com/gp/offer-listing/B07FVQHM7L/ref=sr_1_3685_olp?s=apparel&ie=UTF8&qid=1536138128&sr=1-3685&nodeID=679415011&psd=1&condition=new
Women's Flat Cowhide Loafers Casual Ladies Shoes Leather Mother Shoes,29,99,Zoulee,
Women's Classic Lace up Round Toe Low Chunky Heel Oxfords Shoes,32,99,Mofri,
Women's Chunky Heels Boots Buckle Strap Block Heels Ankle Booties,19,99,Sukimi,
Women's Comfortable Chunky Mid Heels Platform Oxford Lace up Wingtips Walking Shoes,46,99,Catheive,https://www.amazon.com/gp/offer-listing/B07FV2VGB8/ref=sr_1_3689_olp?s=apparel&ie=UTF8&qid=1536138128&sr=1-3689&nodeID=679415011&psd=1&condition=new
Loafers for Women Comfort Casual Round Toe Lace up Cowhide Leather Flat Shoes,29,99,Catheive,https://www.amazon.com/gp/offer-listing/B07FV1NW4D/ref=sr_1_3690_olp?s=apparel&ie=UTF8&qid=1536138128&sr=1-3690&nodeID=679415011&psd=1&condition=new
The Tatreez Oxford in Nude,189,00,Darzah,https://www.amazon.com/gp/offer-listing/B07FTRRM62/ref=sr_1_3691_olp?s=apparel&ie=UTF8&qid=1536138128&sr=1-3691&nodeID=679415011&psd=1&condition=new
Women Fashion High Boots,41,88,VulusValas,https://www.amazon.com/gp/offer-listing/B07FTP9HNQ/ref=sr_1_3692_olp?s=apparel&ie=UTF8&qid=1536138128&sr=1-3692&nodeID=679415011&psd=1&condition=new
Women Fashion Block Heel Boots,41,88,VulusValas,https://www.amazon.com/gp/offer-listing/B07FTKCG59/ref=sr_1_3693_olp?s=apparel&ie=UTF8&qid=1536138128&sr=1-3693&nodeID=679415011&psd=1&condition=new
"oxford shoes for women,Wingtip Perforated Lace-up Vernis Saddle Oxford",32,98,Hecater,
Women's Genuine Leather Lace up Oxfords Shoes Mid Heel 4 cm,25,90,TRULAND,https://www.amazon.com/gp/offer-listing/B07FTHBLLR/ref=sr_1_3695_olp?s=apparel&ie=UTF8&qid=1536138128&sr=1-3695&nodeID=679415011&psd=1&condition=new
2018 Woman's Leather Pastoral Floral Vintage Round Toe Lightweight Flats Slip On Dress Shoes,35,99,Zoulee,
Women's Slip-On Loafer Shoes Casual Driving Leather Flat Moccasin Shoes,35,99,Zoulee,
Black and White Leather Ladies Oxford Talk,64,99,Jon Josef,https://www.amazon.com/gp/offer-listing/B07FT7LKT1/ref=sr_1_3698_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3698&nodeID=679415011&psd=1&condition=new
Women Platform Shoes Woman Brogue Patent Leather Flats Lace up Footwear Female Flat Oxford Shoes,37,74,Habitaen,https://www.amazon.com/gp/offer-listing/B07FSTSMDV/ref=sr_1_3699_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3699&nodeID=679415011&psd=1&condition=new
Women Flats Genuine Leather Oxford Flat Shoes Women's Tassel Pink Oxfords Laofers Shoes,59,66,Habitaen,https://www.amazon.com/gp/offer-listing/B07FSTBGXP/ref=sr_1_3700_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3700&nodeID=679415011&psd=1&condition=new
Women's Pu Perforated Lace up Oxfords Shoes Fashion Square Heel Brogues Shoes,26,59,VIMISAOI,https://www.amazon.com/gp/offer-listing/B07FSTB8L2/ref=sr_1_3701_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3701&nodeID=679415011&psd=1&condition=new
2018 Genuine Leather Women Brogues Sheepskin Oxfords Flat Heels Handmade Women Casual Shoes,141,00,Habitaen,https://www.amazon.com/gp/offer-listing/B07FSSPBTN/ref=sr_1_3702_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3702&nodeID=679415011&psd=1&condition=new
Brogue Genuine Pu Leather Woman Oxford Shoes Vintage Cut-Outs Flat Shoes Casual Oxford Shoes,28,82,Habitaen,https://www.amazon.com/gp/offer-listing/B07FSRWNGG/ref=sr_1_3703_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3703&nodeID=679415011&psd=1&condition=new
Soft Leather Women Shoes Lace up Flat Pointed Toe Patent Leather White Oxfords Women Casual Shoes,77,40,Habitaen,https://www.amazon.com/gp/offer-listing/B07FSQS851/ref=sr_1_3704_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3704&nodeID=679415011&psd=1&condition=new
Woman Spring Autumn Flat Oxford Shoes British Style Vintage Shoes Soft Genuine Leather Red Casual,29,70,Habitaen,https://www.amazon.com/gp/offer-listing/B07FSP46NL/ref=sr_1_3705_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3705&nodeID=679415011&psd=1&condition=new
New Womens Winged Oxford Lace up Striped Platform Metallic White Black Platform Bullock Flat Shoes,24,05,Habitaen,https://www.amazon.com/gp/offer-listing/B07FSN4FJP/ref=sr_1_3706_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3706&nodeID=679415011&psd=1&condition=new
Retro Women's Shoes Round Head Closed Toe Heel Shoes Casual Shoes Loafers,41,99,Gusha,https://www.amazon.com/gp/offer-listing/B07FSHW896/ref=sr_1_3707_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3707&nodeID=679415011&psd=1&condition=new
Women's Fashion Oxford Shoes Platform Chunky Heel Polka dots Glossy Casual Shoe,69,99,SaunterWay,https://www.amazon.com/gp/offer-listing/B07FSHH7WS/ref=sr_1_3708_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3708&nodeID=679415011&psd=1&condition=new
Women's Cut Out Buckle Ankle Booties Pointed Toe Low Heel Chunky Booties,28,97,chegong,https://www.amazon.com/gp/offer-listing/B07FSH1D8P/ref=sr_1_3709_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3709&nodeID=679415011&psd=1&condition=new
Fashion Casual Shoes Ladies Walking Shoes Flat Bottom Loafers Non-Slip,41,99,FORTUN,https://www.amazon.com/gp/offer-listing/B07FSGV3G6/ref=sr_1_3710_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3710&nodeID=679415011&psd=1&condition=new
Women Flat Heel Moccasin Driving Lace up Oxford Shoes,23,53,SaraIris,https://www.amazon.com/gp/offer-listing/B07FS8SCP9/ref=sr_1_3711_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3711&nodeID=679415011&psd=1&condition=new
Women's Trendy Beaded Square Toe Lace up Mid Chunky Heel Pumps Shoes,37,99,Mofri,
Women Oxfords Shoes Lace up Genuine Leather Flats,46,19,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FS63NH9/ref=sr_1_3713_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3713&nodeID=679415011&psd=1&condition=new
Women Oxford Shoes Flats Moccasins,32,45,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FS63NGS/ref=sr_1_3714_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3714&nodeID=679415011&psd=1&condition=new
Women Genuine Leather Oxford Shoes Lace-Up Flat Heel Oxfords Flats 4,59,51,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FS63NG5/ref=sr_1_3715_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3715&nodeID=679415011&psd=1&condition=new
Genuine Leather Women Brogue Lace up Vintage Shoes Classic Flat Low Heels Oxfords Boots Handmade,32,99,Habitaen,https://www.amazon.com/gp/offer-listing/B07FS3SRH2/ref=sr_1_3716_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3716&nodeID=679415011&psd=1&condition=new
Women Oxford Shoes Vintage Round Toe Flats Ankle Boots Shoes,37,92,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FS2F2QL/ref=sr_1_3717_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3717&nodeID=679415011&psd=1&condition=new
Women's Lace-up Square Toe Patent Leather Wedge Oxford Brogues Shoes with,36,98,Hecater,
Women Carved Genuine Leather Matching Lace-Up Big Yards Oxford Shoes Apricot 4,52,40,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRYHPK4/ref=sr_1_3719_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3719&nodeID=679415011&psd=1&condition=new
Women Leather Lace up Pointet Toe Shoes Flat Platform Oxfords Shoes,38,94,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRW9Z8V/ref=sr_1_3720_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3720&nodeID=679415011&psd=1&condition=new
Women Carved Genuine Leather Matching Lace-Up Big Yards Oxford Shoes Red Brown Blue 4,52,40,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRV9TPT/ref=sr_1_3721_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3721&nodeID=679415011&psd=1&condition=new
Women Casual Shoes New Women Brogues Fashion Round Toe Lace up Oxford Shoes Woman Flat Shoes,74,40,Habitaen,https://www.amazon.com/gp/offer-listing/B07FRTMQ2N/ref=sr_1_3722_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3722&nodeID=679415011&psd=1&condition=new
Women's Genuine Leather Oxford Lace up Shoes Sneakers Flats Moccasins Shoes,29,52,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRT3143/ref=sr_1_3723_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3723&nodeID=679415011&psd=1&condition=new
Women's Brogue Flats Shoes Mixed Color Leather Oxfords Vintage Shoes,41,19,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRT313T/ref=sr_1_3724_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3724&nodeID=679415011&psd=1&condition=new
Women's Brogue Flats Shoes Mixed Color Leather Oxfords Vintage Shoes Beige Mix White 4.5,39,45,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRSQ6CK/ref=sr_1_3725_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3725&nodeID=679415011&psd=1&condition=new
Women Brogues Round Toe Lace up Oxford Shoes Flat Shoes,38,40,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRSQ6C4/ref=sr_1_3726_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3726&nodeID=679415011&psd=1&condition=new
Women Genuine Leather Oxford Shoes Lace-up Flat Heel Oxfords Flats,59,51,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRRRFJV/ref=sr_1_3727_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3727&nodeID=679415011&psd=1&condition=new
Women Genuine Pu Leather Oxford Shoes Vintage Cut-Outs Flat Shoes,44,96,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRQT4JQ/ref=sr_1_3728_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3728&nodeID=679415011&psd=1&condition=new
Women Oxfords Shoes Genuine Leather Moccains Shoes Flat Heel Lace up Flats Shoes,30,08,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRQSYM5/ref=sr_1_3729_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3729&nodeID=679415011&psd=1&condition=new
Women Genuine Pu Leather Oxford Shoes Vintage Cut-Outs Flat Shoes,30,02,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRQSYL4/ref=sr_1_3730_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3730&nodeID=679415011&psd=1&condition=new
Women Platform Shoes Patent Leather Flats Lace up Flat Oxford Shoes,38,19,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRQ2JZL/ref=sr_1_3731_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3731&nodeID=679415011&psd=1&condition=new
Women Oxford Shoes Mid Heel Leather Laces Round Toe Low Top Shoes,40,11,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRPRYL7/ref=sr_1_3732_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3732&nodeID=679415011&psd=1&condition=new
Women Brogues Round Toe Lace Up Oxford Shoes Flat Shoes Black 4,38,40,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRPRYL3/ref=sr_1_3733_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3733&nodeID=679415011&psd=1&condition=new
Woman Patent Leather Oxford Platform Shoes Lace-up Creepers Flats,37,76,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRPLPGP/ref=sr_1_3734_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3734&nodeID=679415011&psd=1&condition=new
Women Genuine Pu Leather Oxford Shoes Vintage Cut-Outs Flat Shoes,30,80,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRPBLH9/ref=sr_1_3735_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3735&nodeID=679415011&psd=1&condition=new
Women Oxfords Shoes Flats Genuine Leather Lace up Moccasins Shoes,25,89,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRP8ZC4/ref=sr_1_3736_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3736&nodeID=679415011&psd=1&condition=new
Women Flat Oxford Shoes Vintage Soft Genuine Leather Red Retro Shoes,30,19,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRP3WGL/ref=sr_1_3737_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3737&nodeID=679415011&psd=1&condition=new
Women Oxford Shoes Sexy Low Heel Breathable Round Toe Handmade Brogues Shoes,41,60,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRNCCLH/ref=sr_1_3738_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3738&nodeID=679415011&psd=1&condition=new
Women Oxford Shoes Leather Glossy Shoes Carved Lace-up Flat Shoes,40,67,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRN1XY3/ref=sr_1_3739_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3739&nodeID=679415011&psd=1&condition=new
Women Flats Platform Shoes Pu Leather Lace up Shoes Pointed Toe Oxfords Shoes,41,18,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRMS92D/ref=sr_1_3740_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3740&nodeID=679415011&psd=1&condition=new
Women Flat Platform Shoes Woman Brogue Patent Leather Flats Lace up Footwear Female Oxford Shoes,36,78,Habitaen,https://www.amazon.com/gp/offer-listing/B07FRMQMMC/ref=sr_1_3741_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3741&nodeID=679415011&psd=1&condition=new
Women Oxfords Shoes Flat Platform Genuine Leather Lace Up Shoes Black Plush 4,42,45,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRMNQDG/ref=sr_1_3742_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3742&nodeID=679415011&psd=1&condition=new
Women Platform Shoes Brogue Patent Leather Flats Lace up Flat Oxford Shoes,42,71,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRMNQD2/ref=sr_1_3743_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3743&nodeID=679415011&psd=1&condition=new
Women Platform Oxfords Brogue Shoes Flats Lace up Ballerines Shoes,35,04,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRMNP1S/ref=sr_1_3744_olp?s=apparel&ie=UTF8&qid=1536138131&sr=1-3744&nodeID=679415011&psd=1&condition=new
Women's Brogue Flats Shoes Mixed Color Leather Oxfords Vintage Shoes Black 4.5,39,45,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRMKKX1/ref=sr_1_3745_olp?s=apparel&ie=UTF8&qid=1536138135&sr=1-3745&nodeID=679415011&psd=1&condition=new
New Summer Breathable Flat Shoes Womantransparent Brogue Shoes Women Platform Oxford Shoes,51,44,Habitaen,https://www.amazon.com/gp/offer-listing/B07FRMDPJ7/ref=sr_1_3746_olp?s=apparel&ie=UTF8&qid=1536138135&sr=1-3746&nodeID=679415011&psd=1&condition=new
2018 Fashion Suede Leather Women Shoes Casual Flats Sneakers Shoes,81,60,Nerefy,https://www.amazon.com/gp/offer-listing/B07FRM7LZN/ref=sr_1_3747_olp?s=apparel&ie=UTF8&qid=1536138135&sr=1-3747&nodeID=679415011&psd=1&condition=new
Women Carved Genuine Leather Matching Lace-Up Big Yards Oxford Shoes Red Brown Black 4,52,40,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRLQ2GW/ref=sr_1_3748_olp?s=apparel&ie=UTF8&qid=1536138135&sr=1-3748&nodeID=679415011&psd=1&condition=new
Women Oxford Shoes Sexy Low Heel Breathable Round Toe Handmade Brogues Shoes Black 4,39,60,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRLDDRD/ref=sr_1_3749_olp?s=apparel&ie=UTF8&qid=1536138135&sr=1-3749&nodeID=679415011&psd=1&condition=new
Women Patent Leather Flats Shoes Black Lace-up Soft Leather Oxford Shoes,26,43,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRL91DG/ref=sr_1_3750_olp?s=apparel&ie=UTF8&qid=1536138135&sr=1-3750&nodeID=679415011&psd=1&condition=new
Women Oxfords Shoes Flat Platform Genuine Leather Lace up Shoes,42,45,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRL65X3/ref=sr_1_3751_olp?s=apparel&ie=UTF8&qid=1536138135&sr=1-3751&nodeID=679415011&psd=1&condition=new
Women Carved Genuine Leather Matching Lace-Up Big Yards Oxford Shoes Yellow Apricot 4,52,40,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRL4JSG/ref=sr_1_3752_olp?s=apparel&ie=UTF8&qid=1536138135&sr=1-3752&nodeID=679415011&psd=1&condition=new
Women Oxford Shoes Sexy Low Heel Breathable Round Toe Handmade Brogues Shoes Brown 4,39,60,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRKVZM9/ref=sr_1_3753_olp?s=apparel&ie=UTF8&qid=1536138135&sr=1-3753&nodeID=679415011&psd=1&condition=new
Women Oxfords Shoes Flat Platform Genuine Leather Lace Up Shoes Black 4.5,42,45,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRKPH6D/ref=sr_1_3754_olp?s=apparel&ie=UTF8&qid=1536138135&sr=1-3754&nodeID=679415011&psd=1&condition=new
Women Genuine Leather Oxford Shoes Lace-Up Flat Heel Oxfords Flats Silver Oxfords 4.5,59,51,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRKP9LF/ref=sr_1_3755_olp?s=apparel&ie=UTF8&qid=1536138135&sr=1-3755&nodeID=679415011&psd=1&condition=new
Women's Brogue Flats Shoes Mixed Color Leather Oxfords Vintage Shoes Brown Mix White 4.5,39,45,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRKP972/ref=sr_1_3756_olp?s=apparel&ie=UTF8&qid=1536138135&sr=1-3756&nodeID=679415011&psd=1&condition=new
Women Tassel Bow Pointed Toe Black Oxford Shoes Flats Slip On Shoes,21,74,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRKKJQ8/ref=sr_1_3757_olp?s=apparel&ie=UTF8&qid=1536138135&sr=1-3757&nodeID=679415011&psd=1&condition=new
Women Carved Genuine Leather Matching Lace-Up Big Yards Oxford Shoes Blue Pink 4,52,40,Mandaartins,https://www.amazon.com/gp/offer-listing/B07FRKGQHD/ref=sr_1_3758_olp?s=apparel&ie=UTF8&qid=1536138135&sr=1-3758&nodeID=679415011&psd=1&condition=new
