product_name,price_int,price_dec,seller,a-size-small href 2
Womens Soft Flats Floral Print Casual Loafer Slip-on Shoes,17,99,ZYZF,https://www.amazon.com/gp/offer-listing/B072PL8HBR/ref=sr_1_6922_olp?s=apparel&ie=UTF8&qid=1536138326&sr=1-6922&nodeID=679415011&psd=1&condition=new
Thick High Heeled Pumps Woman Round Toe Lacing Platform Shoes Casual Office 42,52,52,Michael Palmer,https://www.amazon.com/gp/offer-listing/B072PJPS6W/ref=sr_1_6923_olp?s=apparel&ie=UTF8&qid=1536138326&sr=1-6923&nodeID=679415011&psd=1&condition=new
BOBERCK Kennedy Collection Women Oxford Shoes Leather,129,95,BOBERCK SINCE 1970,https://www.amazon.com/gp/offer-listing/B072PCKZS7/ref=sr_1_6924_olp?s=apparel&ie=UTF8&qid=1536138326&sr=1-6924&nodeID=679415011&psd=1&condition=new
Miranda Collection Women's Oxford Leather Shoes,139,95,BOBERCK,https://www.amazon.com/gp/offer-listing/B072PC4441/ref=sr_1_6925_olp?s=apparel&ie=UTF8&qid=1536138326&sr=1-6925&nodeID=679415011&psd=1&condition=new
Women's Causal Chunky Heel Lace Up Platform Oxford Shoes,28,00,Charm Foot,
Women's Trendy Bowknot Buckle Ankle Strap Round Toe Low Block Heels Oxfords Shoes,32,90,Mofri,
Womens Square Heels Bandage Round-Toe Urethane Oxfords-Shoes,38,99,BalaMasa,
Women's Pointed-toe Chunky Heels Lace-up Oxford Shoes,29,00,Latasa,
Ladies Lace-Up Platform Square-Toe Urethane Oxfords-Shoes,42,99,AdeeSu,https://www.amazon.com/gp/offer-listing/B072NZ6F4Q/ref=sr_1_6930_olp?s=apparel&ie=UTF8&qid=1536138326&sr=1-6930&nodeID=679415011&psd=1&condition=new
TOGIC Elegant Comfortable Women's Fashion Platform Lace-up Oxford High Heels,32,40,TOGIC Pumps-shoes,https://www.amazon.com/gp/offer-listing/B072NY7NYN/ref=sr_1_6931_olp?s=apparel&ie=UTF8&qid=1536138326&sr=1-6931&nodeID=679415011&psd=1&condition=new
Womens Chunky Heels Bandage Round-Toe Urethane Oxfords-Shoes,38,99,BalaMasa,
Women's Color Matching Lacing Up Chunky Heel Oxfords Shoes,26,00,Show Shine,
Women's Lace Up Comfort Casual Platform Mid Heel Oxfords Shoes,28,00,Carolbar,
Elegant Woman 7 US/ 37 EU Pink Leather,199,00,MOMA,https://www.amazon.com/gp/offer-listing/B072N5DCK3/ref=sr_1_6935_olp?s=apparel&ie=UTF8&qid=1536138326&sr=1-6935&nodeID=679415011&psd=1&condition=new
"Elegant Woman 9,5 US/39,5 EU Burgundy Shiny Leather",199,00,MOMA,https://www.amazon.com/gp/offer-listing/B072N5CZZ2/ref=sr_1_6936_olp?s=apparel&ie=UTF8&qid=1536138326&sr=1-6936&nodeID=679415011&psd=1&condition=new
Elegant Woman 9 US/ 39 EU Burgundy Shiny Leather,199,00,MOMA,https://www.amazon.com/gp/offer-listing/B072N5C6DK/ref=sr_1_6937_olp?s=apparel&ie=UTF8&qid=1536138326&sr=1-6937&nodeID=679415011&psd=1&condition=new
"Elegant Woman 8,5 US/38,5 EU Burgundy Shiny Leather",199,00,MOMA,https://www.amazon.com/gp/offer-listing/B072N5C3VX/ref=sr_1_6938_olp?s=apparel&ie=UTF8&qid=1536138326&sr=1-6938&nodeID=679415011&psd=1&condition=new
Apfel - Blush Pink Suede Tassel Slide Loafer - Size: 8,120,00,,
Apfel - Blush Pink Suede Tassel Slide Loafer - Size: 7,120,00,,
Women's Lenox Birch Suede/Basketweave 10 B US,64,95,TOMS,
Women's Lace-Up Patent Leather Platform Wedges Oxfords Shoes,29,00,Carolbar,
Women Cut Out Platform Oxfords Flat Shoes by Dear Time,22,99,Dear Time,
Womens Bandage Wedges Platform Urethane Oxfords Shoes,41,99,BalaMasa,
Womens Tassels Chunky Heels Bows Urethane Oxfords Shoes,41,99,BalaMasa,
Womens Bandage Wedges Platform Urethane Oxfords-Shoes,40,99,A&N,https://www.amazon.com/gp/offer-listing/B072M2BLMY/ref=sr_1_6946_olp?s=apparel&ie=UTF8&qid=1536138326&sr=1-6946&nodeID=679415011&psd=1&condition=new
Mally Woman's Gold Leather Oxford Dress Shoes,179,00,Unknown,https://www.amazon.com/gp/offer-listing/B072LV6TK1/ref=sr_1_6947_olp?s=apparel&ie=UTF8&qid=1536138326&sr=1-6947&nodeID=679415011&psd=1&condition=new
"Asm Handmade Goodyear Welted Black Derby/Oxford/Brogue Dress Leather Shoes With Argentina Leather Sole, Leather Insole, Fully Leather Lining and PU Foot Pad For Optimum Comfort For Men-HC02",100,00,ASM AGRA SHOE MART,https://www.amazon.com/gp/offer-listing/B072LNYXSW/ref=sr_1_6948_olp?s=apparel&ie=UTF8&qid=1536138326&sr=1-6948&nodeID=679415011&psd=1&condition=new
Women's Shoes Casual Fashion Breathable Canvas Colorful Sports Shoes,18,99,Jackdaine,https://www.amazon.com/gp/offer-listing/B072LNWD7L/ref=sr_1_6949_olp?s=apparel&ie=UTF8&qid=1536138326&sr=1-6949&nodeID=679415011&psd=1&condition=new
Women's Casual Lacing Up Mid Heel Oxfords Shoes,26,00,Show Shine,
Women's Flowers Flat Shoes Round Toe Loafers,22,98,BININBOX,
ASM Handmade Goodyear Welted Black Derby/Oxford/Brogue Dress Leather Shoes -HC01,100,00,ASM AGRA SHOE MART,https://www.amazon.com/gp/offer-listing/B072LN3W42/ref=sr_1_6952_olp?s=apparel&ie=UTF8&qid=1536138326&sr=1-6952&nodeID=679415011&psd=1&condition=new
Core Womens Leather Matt Sho,137,90,Vagabond,
Frances Womens Leather Matt Sho,117,95,Vagabond,
Women's Western Lace Up Chunky Mid Heel Casual Oxford Shoes,28,00,Charm Foot,
BOBERCK Peyton Collection Women's Leather Oxfords with Trendy Fringe,129,95,BOBERCK SINCE 1970,https://www.amazon.com/gp/offer-listing/B072LG7WDB/ref=sr_1_6957_olp?s=apparel&ie=UTF8&qid=1536138326&sr=1-6957&nodeID=679415011&psd=1&condition=new
Women's Retro printing Braided Strap Casual Leather Casual Shoes,115,00,Lucky Ozasec,https://www.amazon.com/gp/offer-listing/B072LC5S1G/ref=sr_1_6958_olp?s=apparel&ie=UTF8&qid=1536138326&sr=1-6958&nodeID=679415011&psd=1&condition=new
Women's Serpentine Braided Strap Casual Leather Casual Shoes,121,00,Lucky Ozasec,https://www.amazon.com/gp/offer-listing/B072LB651Q/ref=sr_1_6959_olp?s=apparel&ie=UTF8&qid=1536138326&sr=1-6959&nodeID=679415011&psd=1&condition=new
Women's Retro Fringed Lace Up Low Chunky Heels Oxfords Shoes,33,96,,
Womens Bandage Chunky Heels Round-Toe Urethane Oxfords-Shoes,38,99,BalaMasa,
Womens Linen Chinese Style Oxfords Sole Embroidered Peony Slippers,19,99,ZYZF,https://www.amazon.com/gp/offer-listing/B072L5Z2W9/ref=sr_1_6962_olp?s=apparel&ie=UTF8&qid=1536138329&sr=1-6962&nodeID=679415011&psd=1&condition=new
Women Warbler Embroidery Canvas Casual Loafer Sneakers Shoes,24,99,ZYZF,https://www.amazon.com/gp/offer-listing/B072L5Z2VZ/ref=sr_1_6963_olp?s=apparel&ie=UTF8&qid=1536138329&sr=1-6963&nodeID=679415011&psd=1&condition=new
Womens Lace-Up Chunky Heels Round-Toe Urethane Oxfords-Shoes,40,99,AdeeSu,https://www.amazon.com/gp/offer-listing/B072L4RHLM/ref=sr_1_6964_olp?s=apparel&ie=UTF8&qid=1536138329&sr=1-6964&nodeID=679415011&psd=1&condition=new
Womens Lace-Up Chunky Heels Solid Urethane Oxfords-Shoes,40,99,AdeeSu,https://www.amazon.com/gp/offer-listing/B072L4PV5W/ref=sr_1_6965_olp?s=apparel&ie=UTF8&qid=1536138329&sr=1-6965&nodeID=679415011&psd=1&condition=new
Women's Lace Up Fashion Casual Platform Wedge Heel Oxfords Shoes,32,00,Carolbar,
Elegant Woman 10 US/ 40 EU Gray Leather,212,00,MOMA,https://www.amazon.com/gp/offer-listing/B072KQZJVJ/ref=sr_1_6967_olp?s=apparel&ie=UTF8&qid=1536138329&sr=1-6967&nodeID=679415011&psd=1&condition=new
Womens Bandage Chunky Heels Round-Toe Urethane Oxfords Shoes,41,99,BalaMasa,
Women's Lenox Black Textured Chambray 11 B US,54,95,TOMS,
Women's LA Cienega Low Top Sneaker White Oxford,195,00,Opening Ceremony,
Women's Cute Bows Buckles Tassels Oxfords Shoes,28,50,Show Shine,
Women Cute Platform High Wedge Heels Chunky Lolita Flatform Shoes,35,99,Partiss,
Buck-Oxford -Black,49,99,Chelsea Crew Black Label,
Women's Lace Up Pointed-Toe Mesh Thick Heel Patent Leather Pumps(4 White),32,99,MiNi,https://www.amazon.com/gp/offer-listing/B072J9DQGD/ref=sr_1_6974_olp?s=apparel&ie=UTF8&qid=1536138329&sr=1-6974&nodeID=679415011&psd=1&condition=new
Women's Lace Up Pointed-Toe Mesh Thick Heel Patent Leather Pumps,32,99,MiNi,https://www.amazon.com/gp/offer-listing/B072J9DPYC/ref=sr_1_6975_olp?s=apparel&ie=UTF8&qid=1536138329&sr=1-6975&nodeID=679415011&psd=1&condition=new
Mally Woman's Blue Leather Oxford Dress Shoes,179,00,Unknown,https://www.amazon.com/gp/offer-listing/B072J87SCR/ref=sr_1_6976_olp?s=apparel&ie=UTF8&qid=1536138329&sr=1-6976&nodeID=679415011&psd=1&condition=new
Women's SHENA-13 Casual Lace Up Spangle Platform Oxford Shoe,36,99,Urban Heels,
Ladies Bandage Chunky Heels Platform Urethane Oxfords-Shoes,40,99,A&N,https://www.amazon.com/gp/offer-listing/B072J3LY1Y/ref=sr_1_6978_olp?s=apparel&ie=UTF8&qid=1536138329&sr=1-6978&nodeID=679415011&psd=1&condition=new
Women's Lace Up Cute Comfort Low Heel Oxfords Shoes,29,00,Carolbar,
Flower Embroidery Lace Flats Rubber Sole Casual Slip On Shoes for Women,18,99,ZYZF,https://www.amazon.com/gp/offer-listing/B072J1S7BD/ref=sr_1_6980_olp?s=apparel&ie=UTF8&qid=1536138329&sr=1-6980&nodeID=679415011&psd=1&condition=new
Womens Round Toe Coloured Ribbon Embroidery Walking Shoes,18,99,ZYZF,https://www.amazon.com/gp/offer-listing/B072J1S7B4/ref=sr_1_6981_olp?s=apparel&ie=UTF8&qid=1536138329&sr=1-6981&nodeID=679415011&psd=1&condition=new
Women's Lace-up Retro Chunky High Heel Oxfords Shoes,29,00,Carolbar,
ISAIE_Nero Lace up,49,14,Made In Italia,
Women's Chunky Heel Platform Lacing Up Oxfords Shoes,32,00,Show Shine,
Ladies Bandage Solid Light-Weight Urethane Oxfords-Shoes,38,99,BalaMasa,
Ladies Buckle Chunky Heels Round-Toe Urethane Oxfords-Shoes,38,99,BalaMasa,
Womens Square Heels Bandage Platform Urethane Oxfords-Shoes,38,99,BalaMasa,
"Women's Stylish Lace-up Fringe Oxford Casual Shoes (5, Black/Beige Fringe)",129,95,BOBERCK,https://www.amazon.com/gp/offer-listing/B072HT9RG6/ref=sr_1_6989_olp?s=apparel&ie=UTF8&qid=1536138329&sr=1-6989&nodeID=679415011&psd=1&condition=new
"Women's Leather Oxford Low Heel (10, Black)",139,95,BOBERCK,https://www.amazon.com/gp/offer-listing/B072HT1F15/ref=sr_1_6990_olp?s=apparel&ie=UTF8&qid=1536138329&sr=1-6990&nodeID=679415011&psd=1&condition=new
Ladies Chunky Heels Bandage Platform Urethane Oxfords-Shoes,38,99,BalaMasa,
Women Comfortable Platform Shoes,14,40,Dear Time,
Flat Creepers Platform Shoes for Woman Casual Women Punk Creeper Pattern Shoes Ladies Girls,40,19,Robert Westbrook,https://www.amazon.com/gp/offer-listing/B072HJKW6V/ref=sr_1_6993_olp?s=apparel&ie=UTF8&qid=1536138329&sr=1-6993&nodeID=679415011&psd=1&condition=new
Ladies Platform Lace-Up Round-Toe Urethane Oxfords-Shoes,42,99,AdeeSu,https://www.amazon.com/gp/offer-listing/B072HFG853/ref=sr_1_6994_olp?s=apparel&ie=UTF8&qid=1536138329&sr=1-6994&nodeID=679415011&psd=1&condition=new
Womens Stylish Casual Derby Lace-ups Comfort White Faux Leather Brogues,32,50,Jamron,
Womens Flower Embroidery Wedge Heel Casual Loafer Sneakers Shoes,23,99,ZYZF,https://www.amazon.com/gp/offer-listing/B072FG634C/ref=sr_1_6996_olp?s=apparel&ie=UTF8&qid=1536138329&sr=1-6996&nodeID=679415011&psd=1&condition=new
"Women's Leather Oxfords With Trendy Fringe (8, Navy)",129,95,BOBERCK,https://www.amazon.com/gp/offer-listing/B072F9X5VK/ref=sr_1_6997_olp?s=apparel&ie=UTF8&qid=1536138329&sr=1-6997&nodeID=679415011&psd=1&condition=new
Womens Bandage Platform Solid Urethane Oxfords-Shoes,38,99,BalaMasa,
Ladies Bandage Chunky Heels Solid Urethane Oxfords-Shoes,38,99,BalaMasa,
RUBINI Elegant Woman 6 US/ 36 EU Burgundy Shiny Leather,59,00,Olga,https://www.amazon.com/gp/offer-listing/B072F7S484/ref=sr_1_7000_olp?s=apparel&ie=UTF8&qid=1536138329&sr=1-7000&nodeID=679415011&psd=1&condition=new
BOBERCK Miranda Collection Women's Oxford Leather Shoes,139,95,BOBERCK SINCE 1970,https://www.amazon.com/gp/offer-listing/B072F785VB/ref=sr_1_7001_olp?s=apparel&ie=UTF8&qid=1536138329&sr=1-7001&nodeID=679415011&psd=1&condition=new
Womens Shiny Lace Up Oxfords Dark Brown,123,00,Ter Et Bantine,
Flat Creepers Platform Shoes for Woman Casual Women Punk Creeper Pattern Shoes Ladies Girls 588 23 7.5,40,19,Robert Westbrook,https://www.amazon.com/gp/offer-listing/B072DYPG4Z/ref=sr_1_7003_olp?s=apparel&ie=UTF8&qid=1536138329&sr=1-7003&nodeID=679415011&psd=1&condition=new
Ladies Platform Heighten Inside Round-Toe Suede Oxfords-Shoes,40,99,AdeeSu,https://www.amazon.com/gp/offer-listing/B072DXX926/ref=sr_1_7004_olp?s=apparel&ie=UTF8&qid=1536138329&sr=1-7004&nodeID=679415011&psd=1&condition=new
Womens Chunky Heels Platform Pull-On Urethane Oxfords-Shoes,40,99,AdeeSu,https://www.amazon.com/gp/offer-listing/B072DXWMLL/ref=sr_1_7005_olp?s=apparel&ie=UTF8&qid=1536138329&sr=1-7005&nodeID=679415011&psd=1&condition=new
Women's Lace Up Pointed Toe Chic Mid Heel Oxfords Shoes,35,00,Carolbar,
Thick High Heeled Pumps Woman Round Toe Lacing Platform Shoes Casual Office 42 Black 1 4.5,49,82,Michael Palmer,https://www.amazon.com/gp/offer-listing/B072BPMLRD/ref=sr_1_7007_olp?s=apparel&ie=UTF8&qid=1536138329&sr=1-7007&nodeID=679415011&psd=1&condition=new
BOBERCK Frankie Collection Women's Leather Oxford Low Heel,139,95,BOBERCK SINCE 1970,https://www.amazon.com/gp/offer-listing/B072BLP7LR/ref=sr_1_7008_olp?s=apparel&ie=UTF8&qid=1536138329&sr=1-7008&nodeID=679415011&psd=1&condition=new
Ladies Bandage Chunky Heels Platform Urethane Oxfords-Shoes,40,99,A&N,https://www.amazon.com/gp/offer-listing/B0728CZ46K/ref=sr_1_7009_olp?s=apparel&ie=UTF8&qid=1536138332&sr=1-7009&nodeID=679415011&psd=1&condition=new
Thick High Heeled Pumps Woman Round Toe Lacing Platform Shoes Casual Office 42 Beige 2 4.5,49,82,Michael Palmer,https://www.amazon.com/gp/offer-listing/B07283NPKP/ref=sr_1_7010_olp?s=apparel&ie=UTF8&qid=1536138332&sr=1-7010&nodeID=679415011&psd=1&condition=new
Elegant Woman 9 US/ 39 EU Bordeaux Leather,96,00,ANGELO BERVICATO,https://www.amazon.com/gp/offer-listing/B0727RHJ88/ref=sr_1_7011_olp?s=apparel&ie=UTF8&qid=1536138332&sr=1-7011&nodeID=679415011&psd=1&condition=new
Derby shoes BRIGHTON E17 - Women - 8 - Blue,105,39,Yull Shoes,
"Women's Leather Oxfords with Trendy Fringe (5, Black)",129,95,BOBERCK,https://www.amazon.com/gp/offer-listing/B0725JMXJQ/ref=sr_1_7013_olp?s=apparel&ie=UTF8&qid=1536138332&sr=1-7013&nodeID=679415011&psd=1&condition=new
Thick High Heeled Pumps Woman Round Toe Lacing Platform Shoes Casual Office 42 Pink 1 4,47,12,Michael Palmer,https://www.amazon.com/gp/offer-listing/B0725HX2W7/ref=sr_1_7014_olp?s=apparel&ie=UTF8&qid=1536138332&sr=1-7014&nodeID=679415011&psd=1&condition=new
Thick High Heeled Pumps Woman Round Toe Lacing Platform Shoes Casual Office 42 Black 2 4.5,49,82,Michael Palmer,https://www.amazon.com/gp/offer-listing/B0725HT63L/ref=sr_1_7015_olp?s=apparel&ie=UTF8&qid=1536138332&sr=1-7015&nodeID=679415011&psd=1&condition=new
PILOT T-Bar Flat Brogue Shoes in Black,17,99,Pilot fashion,https://www.amazon.com/gp/offer-listing/B07258S592/ref=sr_1_7016_olp?s=apparel&ie=UTF8&qid=1536138332&sr=1-7016&nodeID=679415011&psd=1&condition=new
P717212D 208,195,65,Nero Giardini,https://www.amazon.com/gp/offer-listing/B0723DQHTQ/ref=sr_1_7017_olp?s=apparel&ie=UTF8&qid=1536138332&sr=1-7017&nodeID=679415011&psd=1&condition=new
RUBINI Elegant Woman 6 US/36 EU Burgundy Shiny Leather,59,00,Olga,https://www.amazon.com/gp/offer-listing/B0722Z223X/ref=sr_1_7018_olp?s=apparel&ie=UTF8&qid=1536138332&sr=1-7018&nodeID=679415011&psd=1&condition=new
RUBINI Elegant Woman 11 US/ 41 EU Black Leather,59,00,Olga,https://www.amazon.com/gp/offer-listing/B0722YYJPQ/ref=sr_1_7019_olp?s=apparel&ie=UTF8&qid=1536138332&sr=1-7019&nodeID=679415011&psd=1&condition=new
Ladies Platform Assorted Color Pull-On Urethane Oxfords-Shoes,38,99,BalaMasa,
Women's Studded Lace-up Chunky Heel Oxford Shoes,32,00,Latasa,
Women's Trendy Burnished Low Block Heels Lace up Brogues Oxfords Shoes,32,90,Summerwhisper,
Women's Vintage Fringed Round Toe Slip on Dress Chunky Low Heels Baroque Oxfords Shoes With Bows,31,97,,
A3000WW06 Oxford Flat,134,95,Apex,
Women's A3000w Classic Strap Oxford Flat,134,95,Apex,
Womens Flower Embroidery Tie-dyed Casual Walking Loafer Shoes,23,99,ZYZF,https://www.amazon.com/gp/offer-listing/B07228NY21/ref=sr_1_7026_olp?s=apparel&ie=UTF8&qid=1536138332&sr=1-7026&nodeID=679415011&psd=1&condition=new
A3000WW06 Oxford Flat,134,95,Apex,
Women's A3000w Classic Strap Oxford Flat,134,95,Apex,
Womens Flower Embroidery Tie-dyed Casual Walking Loafer Shoes,23,99,ZYZF,https://www.amazon.com/gp/offer-listing/B07228NY21/ref=sr_1_7029_olp?s=apparel&ie=UTF8&qid=1536138332&sr=1-7029&nodeID=679415011&psd=1&condition=new
Womens Embroidery Knot Design Cheongsam Dress Wedges Scandal Shoes,22,99,ZYZF,https://www.amazon.com/gp/offer-listing/B072288SYN/ref=sr_1_7030_olp?s=apparel&ie=UTF8&qid=1536138332&sr=1-7030&nodeID=679415011&psd=1&condition=new
Womens Embroidery Knot Design Cheongsam Dress Loafer Shoes,19,99,ZYZF,https://www.amazon.com/gp/offer-listing/B07227YH7X/ref=sr_1_7031_olp?s=apparel&ie=UTF8&qid=1536138332&sr=1-7031&nodeID=679415011&psd=1&condition=new
Chinese Embroidery Chinese style embroidered Canvas Shoes dancing shoes loafers,19,99,ZYZF,https://www.amazon.com/gp/offer-listing/B072275M46/ref=sr_1_7032_olp?s=apparel&ie=UTF8&qid=1536138332&sr=1-7032&nodeID=679415011&psd=1&condition=new
"Elegant Woman 5,5 US/35,5 EU Burgundy Shiny Leather",199,00,MOMA,https://www.amazon.com/gp/offer-listing/B0721Q5LWF/ref=sr_1_7033_olp?s=apparel&ie=UTF8&qid=1536138332&sr=1-7033&nodeID=679415011&psd=1&condition=new
"Elegant Woman 6,5 US/36,5 EU Burgundy Shiny Leather",199,00,MOMA,https://www.amazon.com/gp/offer-listing/B0721Q5K77/ref=sr_1_7034_olp?s=apparel&ie=UTF8&qid=1536138332&sr=1-7034&nodeID=679415011&psd=1&condition=new
Elegant Woman 9 US/ 39 EU Green Leather,199,00,MOMA,https://www.amazon.com/gp/offer-listing/B0721Q43XN/ref=sr_1_7035_olp?s=apparel&ie=UTF8&qid=1536138332&sr=1-7035&nodeID=679415011&psd=1&condition=new
Women's Lenox Bloom Suede/Basketweave 5.5 B US,62,99,TOMS,
Women's Lenox Bloom Suede/Basketweave 12 B US,62,99,TOMS,
Women's Lenox Bloom Suede/Basketweave 8.5 B US,69,95,TOMS,
Womens Bandage Hollow Out Square Heels Urethane Oxfords Shoes,42,99,A&N,https://www.amazon.com/gp/offer-listing/B0721BC9PD/ref=sr_1_7039_olp?s=apparel&ie=UTF8&qid=1536138332&sr=1-7039&nodeID=679415011&psd=1&condition=new
Womens Bandage Chunky Heels Round-Toe Urethane Oxfords Shoes,41,99,BalaMasa,
Womens Wine Burgundy Jeny Shoes,60,80,Lemon Jelly,https://www.amazon.com/gp/offer-listing/B071ZHHCCV/ref=sr_1_7041_olp?s=apparel&ie=UTF8&qid=1536138332&sr=1-7041&nodeID=679415011&psd=1&condition=new
Womens Bandage Platform Solid Urethane Oxfords-Shoes,40,99,A&N,https://www.amazon.com/gp/offer-listing/B071ZB29S7/ref=sr_1_7042_olp?s=apparel&ie=UTF8&qid=1536138332&sr=1-7042&nodeID=679415011&psd=1&condition=new
Women's Plaza Tassel Leather Shoes,218,00,,https://www.amazon.com/gp/offer-listing/B071YSWWMK/ref=sr_1_7043_olp?s=apparel&ie=UTF8&qid=1536138332&sr=1-7043&nodeID=679415011&psd=1&condition=new
Womens Embroidery Knot Design Cheongsam Dress Wedges Scandal Shoes,30,99,ZYZF,https://www.amazon.com/gp/offer-listing/B071YDKV9Y/ref=sr_1_7044_olp?s=apparel&ie=UTF8&qid=1536138332&sr=1-7044&nodeID=679415011&psd=1&condition=new
Womens Round Toe Coloured Ribbon Embroidery Walking Flat Shoes,19,99,ZYZF,https://www.amazon.com/gp/offer-listing/B071YD1KJG/ref=sr_1_7045_olp?s=apparel&ie=UTF8&qid=1536138332&sr=1-7045&nodeID=679415011&psd=1&condition=new
Womens Pull-On Platform Round-Toe Urethane Oxfords-Shoes,38,99,BalaMasa,
Womens Embroidery Lace Oxford Casual Dress Shoes with Elastics,19,99,ZYZF,https://www.amazon.com/gp/offer-listing/B071Y41TYF/ref=sr_1_7047_olp?s=apparel&ie=UTF8&qid=1536138332&sr=1-7047&nodeID=679415011&psd=1&condition=new
Women Flat Shoe Pointed Toe Leather Oxford Lace Up,59,99,Leeminus,https://www.amazon.com/gp/offer-listing/B071XVMYCD/ref=sr_1_7048_olp?s=apparel&ie=UTF8&qid=1536138332&sr=1-7048&nodeID=679415011&psd=1&condition=new
Women's Lacing Up Wedge Heel Platform Oxfords Shoes,34,00,Show Shine,
Shoes A3000W Classic Strap Oxford Flat,134,95,Apex,
Collections Mens Leather Lace-up Brogues Black Size 39 (5.5 to 6),68,24,La Redoute,
Apfel - Blush Pink Suede Tassel Slide Loafer - Size: 10,120,00,,
Women's Lenox Black Textured Chambray 5 B US,47,99,TOMS,
Women's Lenox Bloom Suede/Basketweave 5 B US,62,99,TOMS,
Women's Lenox Bloom Suede/Basketweave 11 B US,69,95,TOMS,
Women's Lenox Birch Suede/Basketweave 6 B US,59,99,TOMS,
Women's Lenox Birch Suede/Basketweave 5 B US,59,99,TOMS,
Women's Patent Leather Lace-Up Comfort Mid Heel Oxfords Shoes,28,00,Carolbar,
Women's Classic Leather lace up Laced Formal Shoes h259 Route Francesina b,294,00,Hogan,
"Women's Stylish Lace-up Fringe Oxford Casual Shoes (7, Black/Beige Fringe)",129,95,BOBERCK,https://www.amazon.com/gp/offer-listing/B071VK3RTG/ref=sr_1_7060_olp?s=apparel&ie=UTF8&qid=1536138335&sr=1-7060&nodeID=679415011&psd=1&condition=new
M9F-4119 Arcilla/Nautic,164,95,,
Elegant Woman 7 US/37 EU Brown Suede,76,00,PEPEROSA,https://www.amazon.com/gp/offer-listing/B071V7CX29/ref=sr_1_7062_olp?s=apparel&ie=UTF8&qid=1536138335&sr=1-7062&nodeID=679415011&psd=1&condition=new
RUBINI Elegant Woman 7 US/ 37 EU Burgundy Shiny Leather,59,00,Olga,https://www.amazon.com/gp/offer-listing/B071RYNB1L/ref=sr_1_7063_olp?s=apparel&ie=UTF8&qid=1536138335&sr=1-7063&nodeID=679415011&psd=1&condition=new
"Asm Black Pump Shoe - Formal Leather Oxford/Brogue Shoes Handmade Neolite Sole, Soft Leather Insole, Fully Soft Leather Lining and PU Foot Pad For Optimum Comfort For Men - HU118 (10)",85,00,ASM AGRA SHOE MART,https://www.amazon.com/gp/offer-listing/B071RTQ6ZN/ref=sr_1_7064_olp?s=apparel&ie=UTF8&qid=1536138335&sr=1-7064&nodeID=679415011&psd=1&condition=new
Women's Lace-Up Pointed Toe Low Heel Spikes Oxfords Shoes,28,00,Carolbar,
Ladies Bandage Carved Flower Round Toe Polyurethane Pumps-Shoes,34,99,1TO9,https://www.amazon.com/gp/offer-listing/B071RDK4CP/ref=sr_1_7066_olp?s=apparel&ie=UTF8&qid=1536138335&sr=1-7066&nodeID=679415011&psd=1&condition=new
Women's Voile Mesh Lace-Up Platform Wedge Heel Oxfords Shoes,32,00,Carolbar,
Elegant Woman 6 US/36 EU Black Leather Suede,84,00,MINORONZONI,https://www.amazon.com/gp/offer-listing/B071RCZ4T2/ref=sr_1_7068_olp?s=apparel&ie=UTF8&qid=1536138335&sr=1-7068&nodeID=679415011&psd=1&condition=new
Women's A3000WX085 Oxford Flat,134,99,Apex,
"Women's A2300WW07 Boat Shoe,",92,72,Apex,
Women's Leather Lace Up Oxfords Shoes,27,90,Moonwalker,https://www.amazon.com/gp/offer-listing/B071R7RG1M/ref=sr_1_7071_olp?s=apparel&ie=UTF8&qid=1536138335&sr=1-7071&nodeID=679415011&psd=1&condition=new
Women's Perforated Lace Up Round Toe Flat Platform Oxfords Shoes,28,80,HotTree,
PAM Black Lace up,630,00,Church's,https://www.amazon.com/gp/offer-listing/B071QXSW2G/ref=sr_1_7073_olp?s=apparel&ie=UTF8&qid=1536138335&sr=1-7073&nodeID=679415011&psd=1&condition=new
Womens Platform Round-Toe Pull-On Urethane Oxfords-Shoes,38,99,BalaMasa,
Womens Chinese Style Embroidery Rubber Sole Daily Wear Casual Shoes,18,99,Soficy,https://www.amazon.com/gp/offer-listing/B071QWGH4F/ref=sr_1_7075_olp?s=apparel&ie=UTF8&qid=1536138335&sr=1-7075&nodeID=679415011&psd=1&condition=new
"Kennedy Collection Women Oxford Shoes Leather (Black and Beige) (6, Black)",129,95,BOBERCK,https://www.amazon.com/gp/offer-listing/B071P6ZDVC/ref=sr_1_7076_olp?s=apparel&ie=UTF8&qid=1536138335&sr=1-7076&nodeID=679415011&psd=1&condition=new
Elegant Woman 5 US/35 EU Black Brown Shiny Leather,59,00,Lea Foscati,https://www.amazon.com/gp/offer-listing/B071P4FZP2/ref=sr_1_7077_olp?s=apparel&ie=UTF8&qid=1536138335&sr=1-7077&nodeID=679415011&psd=1&condition=new
Imported Leather Shoes,39,99,Beau Today,
"Women's Leather Oxford Low Heel (5, Beige/Black)",139,95,BOBERCK,https://www.amazon.com/gp/offer-listing/B071L6BFNX/ref=sr_1_7079_olp?s=apparel&ie=UTF8&qid=1536138335&sr=1-7079&nodeID=679415011&psd=1&condition=new
Elegant Woman 6 US/36 EU Burgundy Shiny Leather,199,00,MOMA,https://www.amazon.com/gp/offer-listing/B071KC1YJR/ref=sr_1_7080_olp?s=apparel&ie=UTF8&qid=1536138335&sr=1-7080&nodeID=679415011&psd=1&condition=new
